,Unnamed: 0,np_size_max__nm_,np_synthesis,np_size_min__nm_,np_size_avg__nm_,method,Temperature_for_extract__C,Duration_preparing_extract__min,Solvent_for_extract,time_set__hours_,shape,coating,Valance_electron,prim_specific_habitat,chi0v,amw,min_Incub_period__h,K00058,max_Incub_period__h,K12472,mdr,K07009,K17939,K14198,K07486,MIC_NP___g_mL_,bacteria
644,644,45.0,Green synthesis using Brillantaisia patula,45.0,45.0,MIC,100.0,15.0,water (distilled),24.0,spherical,0.0,11.0,guts,1.7837651700316897,107.868,1.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2380465718564744,Escherichia coli
645,645,45.0,Green synthesis using Brillantaisia patula,45.0,45.0,MIC,100.0,15.0,water (distilled),24.0,spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,2.7568403652716422,Pseudomonas aeruginosa
646,646,45.0,Green synthesis using Brillantaisia patula,45.0,45.0,MIC,100.0,15.0,water (distilled),24.0,spherical,0.0,11.0,skin,1.7837651700316897,107.868,6.0,1.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,4.31748811353631,Staphylococcus aureus
647,647,115.0,Green synthesis using Crossopteryx febrifuga,115.0,115.0,MIC,100.0,15.0,water (distilled),24.0,spherical,0.0,11.0,guts,1.7837651700316897,107.868,1.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.010635294096256,Escherichia coli
648,648,115.0,Green synthesis using Crossopteryx febrifuga,115.0,115.0,MIC,100.0,15.0,water (distilled),24.0,spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,4.31748811353631,Pseudomonas aeruginosa
649,649,115.0,Green synthesis using Crossopteryx febrifuga,115.0,115.0,MIC,100.0,15.0,water (distilled),24.0,spherical,0.0,11.0,skin,1.7837651700316897,107.868,6.0,1.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,5.703782474656201,Staphylococcus aureus
650,650,47.0,Green synthesis using Senna siamea,47.0,47.0,MIC,100.0,15.0,water (distilled),24.0,spherical,0.0,11.0,guts,1.7837651700316897,107.868,1.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31748811353631,Escherichia coli
651,651,47.0,Green synthesis using Senna siamea,47.0,47.0,MIC,100.0,15.0,water (distilled),24.0,spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,5.010635294096256,Pseudomonas aeruginosa
652,652,47.0,Green synthesis using Senna siamea,47.0,47.0,MIC,100.0,15.0,water (distilled),24.0,spherical,0.0,11.0,skin,1.7837651700316897,107.868,6.0,1.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,3.624340932976365,Staphylococcus aureus
653,653,75.0,Green synthesis using paper wasp nest,10.0,42.5,MIC,110.0,15.0,water,24.0,spherical,0.0,11.0,guts,1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0149030205422647,Escherichia coli
654,654,75.0,Green synthesis using paper wasp nest,10.0,42.5,MIC,110.0,15.0,water,24.0,spherical,0.0,11.0,skin,1.7837651700316897,107.868,18.0,1.0,48.0,1.0,1.0,1.0,0.0,1.0,0.0,1.3217558399823195,Staphylococcus aureus
655,655,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MIC,25.0,2880.0,water,24.0,cubic,0.0,11.0,skin,1.7837651700316897,107.868,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,2.525728644308256,Staphylococcus aureus
656,656,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MIC,25.0,2880.0,water,24.0,cubic,0.0,11.0,nasopharynx,1.7837651700316897,107.868,24.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,1.840549633397487,Streptococcus pyogenes
657,657,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MIC,25.0,2880.0,water,24.0,cubic,0.0,11.0,soil,1.7837651700316897,107.868,4.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.218875824868201,Bacillus cereus
658,658,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MIC,25.0,2880.0,water,24.0,cubic,0.0,11.0,mouth,1.7837651700316897,107.868,24.0,1.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1314021114911006,Streptococcus mutans
659,659,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MIC,25.0,2880.0,water,24.0,cubic,0.0,11.0,lungs,1.7837651700316897,107.868,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.840549633397487,Klebsiella pneumoniae
660,660,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MIC,25.0,2880.0,water,24.0,cubic,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,24.0,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.218875824868201,Pseudomonas aeruginosa
661,661,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MIC,25.0,2880.0,water,24.0,cubic,0.0,11.0,guts,1.7837651700316897,107.868,5.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.525728644308256,Salmonella enterica subsp. enterica serovar Typhi 
662,662,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MIC,25.0,2880.0,water,24.0,cubic,0.0,11.0,guts,1.7837651700316897,107.868,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.525728644308256,Escherichia coli
663,663,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MBC,25.0,2880.0,water,24.0,cubic,0.0,11.0,skin,1.7837651700316897,107.868,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,3.218875824868201,Staphylococcus aureus
664,664,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MBC,25.0,2880.0,water,24.0,cubic,0.0,11.0,nasopharynx,1.7837651700316897,107.868,24.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,2.525728644308256,Streptococcus pyogenes
665,665,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MBC,25.0,2880.0,water,24.0,cubic,0.0,11.0,soil,1.7837651700316897,107.868,4.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,3.912023005428146,Bacillus cereus
666,666,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MBC,25.0,2880.0,water,24.0,cubic,0.0,11.0,mouth,1.7837651700316897,107.868,24.0,1.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,1.840549633397487,Streptococcus mutans
667,667,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MBC,25.0,2880.0,water,24.0,cubic,0.0,11.0,lungs,1.7837651700316897,107.868,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.525728644308256,Klebsiella pneumoniae
668,668,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MBC,25.0,2880.0,water,24.0,cubic,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,24.0,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,3.912023005428146,Pseudomonas aeruginosa
669,669,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MBC,25.0,2880.0,water,24.0,cubic,0.0,11.0,guts,1.7837651700316897,107.868,5.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.218875824868201,Salmonella enterica subsp. enterica serovar Typhi 
670,670,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MBC,25.0,2880.0,water,24.0,cubic,0.0,11.0,guts,1.7837651700316897,107.868,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.218875824868201,Escherichia coli
671,671,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MIC,25.0,2880.0,water,24.0,cubic,0.0,11.0,guts,1.7837651700316897,107.868,24.0,1.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,2.525728644308256,Candida albicans
672,672,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MIC,25.0,2880.0,water,24.0,cubic,0.0,11.0,soil,1.7837651700316897,107.868,24.0,1.0,168.0,1.0,0.0,0.0,0.0,0.0,0.0,3.218875824868201,Cryptococcus neoformans
673,673,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MIC,25.0,2880.0,water,24.0,cubic,0.0,11.0,"clinical samples (blood, sputum, urine)",1.7837651700316897,107.868,24.0,1.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,2.525728644308256,Candida tropicalis
674,674,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MBC,25.0,2880.0,water,24.0,cubic,0.0,11.0,guts,1.7837651700316897,107.868,24.0,1.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,3.218875824868201,Candida albicans
675,675,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MBC,25.0,2880.0,water,24.0,cubic,0.0,11.0,soil,1.7837651700316897,107.868,24.0,1.0,168.0,1.0,0.0,0.0,0.0,0.0,0.0,3.912023005428146,Cryptococcus neoformans
676,676,20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,15.0,MBC,25.0,2880.0,water,24.0,cubic,0.0,11.0,"clinical samples (blood, sputum, urine)",1.7837651700316897,107.868,24.0,1.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,3.218875824868201,Candida tropicalis
677,677,27.07,Green synthesis using Solanum tuberosum,3.91,6.835,MIC,60.0,15.0,water,24.0,spherical,0.0,11.0,"clinical samples (blood, sputum)",1.7837651700316897,107.868,18.0,1.0,48.0,1.0,1.0,1.0,0.0,1.0,0.0,-1.491654876777717,Staphylococcus aureus
678,678,27.07,Green synthesis using Solanum tuberosum,3.91,6.835,MIC,60.0,15.0,water,24.0,spherical,0.0,11.0,soil,1.7837651700316897,107.868,6.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8556661100577202,Bacillus subtilis
679,679,27.07,Green synthesis using Solanum tuberosum,3.91,6.835,MIC,60.0,15.0,water,24.0,spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.1625189294977749,Pseudomonas aeruginosa
680,680,27.07,Green synthesis using Solanum tuberosum,3.91,6.835,MIC,60.0,15.0,water,24.0,spherical,0.0,11.0,guts,1.7837651700316897,107.868,1.5,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5596157879354227,Escherichia coli
681,681,27.07,Green synthesis using Solanum tuberosum,3.91,6.835,MIC,60.0,15.0,water,24.0,spherical,0.0,11.0,mouth,1.7837651700316897,107.868,24.0,1.0,72.0,1.0,1.0,0.0,0.0,0.0,0.0,1.252762968495368,Candida albicans
682,682,20.4,Green synthesis using Lactobacillus paracasei,15.6,18.0,MIC,26.0,15.0,DPPH,24.0,spherical,1.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4700036292457356,Pseudomonas aeruginosa
683,683,20.4,Green synthesis using Lactobacillus paracasei,15.6,18.0,MIC,26.0,15.0,DPPH,24.0,spherical,1.0,11.0,lungs,1.7837651700316897,107.868,8.0,1.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4700036292457356,Acinetobacter baumannii
684,684,20.4,Green synthesis using Lactobacillus paracasei,15.6,18.0,MIC,26.0,15.0,DPPH,24.0,spherical,1.0,11.0,"clinical samples (urine, wound swabs)",1.7837651700316897,107.868,6.0,1.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4700036292457356,Proteus mirabilis
685,685,20.4,Green synthesis using Lactobacillus paracasei,15.6,18.0,MIC,26.0,15.0,DPPH,24.0,spherical,1.0,11.0,skin,1.7837651700316897,107.868,24.0,1.0,72.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4700036292457356,Micrococcus luteus
686,686,20.4,Green synthesis using Lactobacillus paracasei,15.6,18.0,MIC,26.0,15.0,DPPH,24.0,spherical,1.0,11.0,skin,1.7837651700316897,107.868,4.0,1.0,24.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4700036292457356,Staphylococcus epidermidis
687,687,45.0,Green synthesis using Suaeda maritima,45.0,45.0,MIC,60.0,15.0,methanol,24.0,spherical,0.0,11.0,guts,1.7837651700316897,107.868,1.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8283137373023015,Escherichia coli
688,688,45.0,Green synthesis using Suaeda maritima,45.0,45.0,MIC,60.0,15.0,methanol,24.0,spherical,0.0,11.0,skin,1.7837651700316897,107.868,6.0,1.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,4.8283137373023015,Staphylococcus aureus
689,689,45.0,Green synthesis using Suaeda maritima,45.0,45.0,MIC,60.0,15.0,methanol,24.0,spherical,0.0,11.0,clinical samples (urine),1.7837651700316897,107.868,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8283137373023015,Proteus mirabilis
690,690,45.0,Green synthesis using Suaeda maritima,45.0,45.0,MIC,60.0,15.0,methanol,24.0,spherical,0.0,11.0,lungs,1.7837651700316897,107.868,3.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8283137373023015,Klebsiella pneumoniae
691,691,45.0,Green synthesis using Suaeda maritima,45.0,45.0,MBC,60.0,15.0,methanol,24.0,spherical,0.0,11.0,guts,1.7837651700316897,107.868,1.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.521460917862246,Escherichia coli
692,692,45.0,Green synthesis using Suaeda maritima,45.0,45.0,MBC,60.0,15.0,methanol,24.0,spherical,0.0,11.0,skin,1.7837651700316897,107.868,6.0,1.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,4.8283137373023015,Staphylococcus aureus
693,693,45.0,Green synthesis using Suaeda maritima,45.0,45.0,MBC,60.0,15.0,methanol,24.0,spherical,0.0,11.0,clinical samples (urine),1.7837651700316897,107.868,6.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,5.521460917862246,Proteus mirabilis
694,694,45.0,Green synthesis using Suaeda maritima,45.0,45.0,MBC,60.0,15.0,methanol,24.0,spherical,0.0,11.0,lungs,1.7837651700316897,107.868,3.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8283137373023015,Klebsiella pneumoniae
695,695,45.0,Green synthesis using Jatropha integerrima,17.0,29.0,MIC,25.0,15.0,water (double distilled),24.0,spherical,1.0,11.0,guts,1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9162907318741552,Escherichia coli
696,696,45.0,Green synthesis using Jatropha integerrima,17.0,29.0,MIC,25.0,15.0,water (double distilled),24.0,spherical,1.0,11.0,lungs,1.7837651700316897,107.868,12.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341005,Klebsiella pneumoniae
697,697,45.0,Green synthesis using Jatropha integerrima,17.0,29.0,MIC,25.0,15.0,water (double distilled),24.0,spherical,1.0,11.0,skin,1.7837651700316897,107.868,6.0,1.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,1.6094379124341005,Staphylococcus aureus
698,698,45.0,Green synthesis using Jatropha integerrima,17.0,29.0,MIC,25.0,15.0,water (double distilled),24.0,spherical,1.0,11.0,soil,1.7837651700316897,107.868,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0149030205422647,Bacillus subtilis
699,699,30.0,Green synthesis using Phoenix dactylifera seed,14.0,22.0,MIC,80.0,20.0,water (distilled),24.0,spherical,0.0,11.0,skin,1.7837651700316897,107.868,4.0,1.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,2.367436065313662,Staphylococcus aureus
700,700,30.0,Green synthesis using Phoenix dactylifera seed,14.0,22.0,MBC,80.0,20.0,water (distilled),24.0,spherical,0.0,11.0,skin,1.7837651700316897,107.868,4.0,1.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0,2.8524391037275145,Staphylococcus aureus
701,701,90.0,Green synthesis using Nishamalaki Churna,48.0,69.0,MIC,60.0,20.0,water (double distilled),24.0,spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.079441541679836,Pseudomonas aeruginosa
702,702,90.0,Green synthesis using Nishamalaki Churna,48.0,69.0,MIC,60.0,20.0,water (double distilled),24.0,spherical,0.0,11.0,skin,1.7837651700316897,107.868,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,2.772588722239781,Staphylococcus aureus
703,703,90.0,Green synthesis using Nishamalaki Churna,48.0,69.0,MBC,60.0,20.0,water (double distilled),24.0,spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4657359027997265,Pseudomonas aeruginosa
704,704,90.0,Green synthesis using Nishamalaki Churna,48.0,69.0,MBC,60.0,20.0,water (double distilled),24.0,spherical,0.0,11.0,skin,1.7837651700316897,107.868,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,4.174387269895637,Staphylococcus aureus
705,705,27.0,Green synthesis using Commelina forskaolii,18.0,22.5,MIC,70.0,20.0,water,48.0,spherical,0.0,11.0,"clinical samples (blood, sputum, urine)",1.7837651700316897,107.868,24.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,4.135166556742356,Enterococcus faecalis
706,706,27.0,Green synthesis using Commelina forskaolii,18.0,22.5,MIC,70.0,20.0,water,48.0,spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8283137373023015,Pseudomonas aeruginosa
707,707,27.0,Green synthesis using Commelina forskaolii,18.0,22.5,MIC,70.0,20.0,water,48.0,spherical,0.0,11.0,mouth,1.7837651700316897,107.868,24.0,1.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,5.521460917862246,Candida albicans
708,708,27.0,Green synthesis using Commelina forskaolii,18.0,22.5,MIC,70.0,20.0,water,48.0,spherical,0.0,11.0,soil,1.7837651700316897,107.868,36.0,1.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,3.4404180948154366,Aspergillus niger
709,709,39.65,Green synthesis using Camellia sinensis,29.75,34.7,MIC,48.07498601007275,10.0,water,24.0,spherical,1.0,11.0,mouth,1.7837651700316897,107.868,12.0,1.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,4.605170185988092,Streptococcus mutans
710,710,15.0,Green synthesis using Salvia tebesana Bunge,10.0,12.5,MIC,55.0,30.0,water (distilled),24.0,spherical,0.0,11.0,guts,1.7837651700316897,107.868,1.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.436150368369428,Escherichia coli
711,711,15.0,Green synthesis using Salvia tebesana Bunge,10.0,12.5,MIC,55.0,30.0,water (distilled),24.0,spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,3.665098925448533,Pseudomonas aeruginosa
712,712,15.0,Green synthesis using Salvia tebesana Bunge,10.0,12.5,MIC,55.0,30.0,water (distilled),24.0,spherical,0.0,11.0,lungs,1.7837651700316897,107.868,18.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,5.049856007249537,Klebsiella pneumoniae
713,713,15.0,Green synthesis using Salvia tebesana Bunge,10.0,12.5,MIC,55.0,30.0,water (distilled),24.0,spherical,0.0,11.0,skin,1.7837651700316897,107.868,6.0,1.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,4.35799005684564,Staphylococcus aureus
714,714,15.0,Green synthesis using Salvia tebesana Bunge,10.0,12.5,MIC,55.0,30.0,water (distilled),24.0,spherical,0.0,11.0,"clinical samples (blood, saliva, sputum, urine)",1.7837651700316897,107.868,18.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,5.049856007249537,Enterococcus faecalis
715,715,15.0,Chemical synthesis using sodium citrate,10.0,12.5,MIC,25.0,60.0,water (distilled),24.0,spherical,0.0,11.0,guts,1.7837651700316897,107.868,1.5,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.824046010856292,Escherichia coli
716,716,15.0,Chemical synthesis using sodium citrate,10.0,12.5,MIC,25.0,60.0,water (distilled),24.0,spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,7.824046010856292,Pseudomonas aeruginosa
717,717,15.0,Chemical synthesis using sodium citrate,10.0,12.5,MIC,25.0,60.0,water (distilled),24.0,spherical,0.0,11.0,lungs,1.7837651700316897,107.868,18.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,1.0,7.824046010856292,Klebsiella pneumoniae
718,718,15.0,Chemical synthesis using sodium citrate,10.0,12.5,MIC,25.0,60.0,water (distilled),24.0,spherical,0.0,11.0,skin,1.7837651700316897,107.868,6.0,1.0,48.0,1.0,0.0,1.0,0.0,1.0,0.0,7.824046010856292,Staphylococcus aureus
719,719,15.0,Chemical synthesis using sodium citrate,10.0,12.5,MIC,25.0,60.0,water (distilled),24.0,spherical,0.0,11.0,"clinical samples (blood, saliva, sputum, urine)",1.7837651700316897,107.868,18.0,0.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,7.824046010856292,Enterococcus faecalis
720,720,31.18,Green synthesis using Aloe vera,9.26,20.22,MIC,60.0,30.0,water (distilled),24.0,hexagonal,0.0,11.0,guts,1.7837651700316897,107.868,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,4.442651256490317,Escherichia coli
721,721,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MIC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,"clinical samples (blood, urine)",1.7837651700316897,107.868,6.0,1.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,4.8283137373023015,Enterococcus faecium
722,722,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MIC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,skin,1.7837651700316897,107.868,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,4.135166556742356,Staphylococcus aureus
723,723,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MIC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,skin,1.7837651700316897,107.868,4.0,1.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,4.135166556742356,Staphylococcus haemolyticus
724,724,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MIC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.135166556742356,Pseudomonas aeruginosa
725,725,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MIC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,"clinical samples (blood, urine, wound swabs)",1.7837651700316897,107.868,18.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,4.135166556742356,Citrobacter braakii
726,726,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MIC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,guts,1.7837651700316897,107.868,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,4.135166556742356,Escherichia coli
727,727,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MIC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,4.135166556742356,Stenotrophomonas maltophilia
728,728,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MIC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,lungs,1.7837651700316897,107.868,3.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,4.135166556742356,Klebsiella pneumoniae
729,729,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MBC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,skin,1.7837651700316897,107.868,4.0,1.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,6.907755278982137,Staphylococcus aureus
730,730,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MBC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,skin,1.7837651700316897,107.868,4.0,1.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,6.907755278982137,Staphylococcus haemolyticus
731,731,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MBC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.907755278982137,Pseudomonas aeruginosa
732,732,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MBC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,"clinical samples (blood, urine, wound swabs)",1.7837651700316897,107.868,18.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,6.907755278982137,Citrobacter braakii
733,733,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MBC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,guts,1.7837651700316897,107.868,1.5,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,6.907755278982137,Escherichia coli
734,734,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MBC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,"clinical samples (sputum, urine)",1.7837651700316897,107.868,6.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,6.907755278982137,Stenotrophomonas maltophilia
735,735,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MBC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,lungs,1.7837651700316897,107.868,3.0,1.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,6.907755278982137,Klebsiella pneumoniae
736,736,40.0,Green synthesis using Origanum ehrenbergii,1.0,13.5,MBC,60.0,30.0,water (distilled),24.0,pseudo-spherical,0.0,11.0,"clinical samples (blood, urine)",1.7837651700316897,107.868,6.0,1.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,6.907755278982137,Enterococcus faecium
737,737,50.0,Green synthesis using Azadirachta indica,20.0,35.0,MIC,100.0,30.0,water (Milli-Q),24.0,spherical,0.0,11.0,guts,1.7837651700316897,107.868,6.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6931471805599453,Escherichia coli
