,np_size_max__nm_,np_synthesis,np_size_min__nm_,np_size_avg__nm_,method,Temperature_for_extract__C,Duration_preparing_extract__min,Solvent_for_extract,time_set__hours_,shape,coating,Valance_electron,prim_specific_habitat,chi0v,amw,min_Incub_period__h,K00058,max_Incub_period__h,K12472,mdr,K07009,K17939,K14198,K07486,MIC_NP___g_mL_,bacteria,strain,bacteria_strain
905,22.5,Chemical synthesis using sodium borohydride and trisodium citrate,17.5,20.0,MBC,37.0,1139.4714854111403,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,1,0,1,0,100.0,Staphylococcus aureus,NCIM 5021,Staphylococcus aureus NCIM 5021
906,35.1,Chemical synthesis using sodium borohydride and trisodium citrate,24.9,30.0,MIC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,50.0,Escherichia coli,MTCC 443,Escherichia coli MTCC 443
907,35.1,Chemical synthesis using sodium borohydride and trisodium citrate,24.9,30.0,MIC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,100.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
908,35.1,Chemical synthesis using sodium borohydride and trisodium citrate,24.9,30.0,MIC,60.0,30.0,water,24.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,60.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
909,35.1,Chemical synthesis using sodium borohydride and trisodium citrate,24.9,30.0,MIC,60.0,30.0,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,1,0,1,0,100.0,Staphylococcus aureus,NCIM 5021,Staphylococcus aureus NCIM 5021
910,35.1,Chemical synthesis using sodium borohydride and trisodium citrate,24.9,30.0,MBC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,80.0,Escherichia coli,MTCC 443,Escherichia coli MTCC 443
911,35.1,Chemical synthesis using sodium borohydride and trisodium citrate,24.9,30.0,MBC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,120.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
912,35.1,Chemical synthesis using sodium borohydride and trisodium citrate,24.9,30.0,MBC,60.0,30.0,water,24.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,80.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
913,35.1,Chemical synthesis using sodium borohydride and trisodium citrate,24.9,30.0,MBC,60.0,30.0,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,1,0,1,0,120.0,Staphylococcus aureus,NCIM 5021,Staphylococcus aureus NCIM 5021
914,57.1,Chemical synthesis using sodium borohydride and trisodium citrate,42.9,50.0,MIC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,80.0,Escherichia coli,MTCC 443,Escherichia coli MTCC 443
915,57.1,Chemical synthesis using sodium borohydride and trisodium citrate,42.9,50.0,MIC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,120.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
916,57.1,Chemical synthesis using sodium borohydride and trisodium citrate,42.9,50.0,MIC,60.0,30.0,water,24.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,80.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
917,57.1,Chemical synthesis using sodium borohydride and trisodium citrate,42.9,50.0,MIC,60.0,30.0,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,1,0,1,0,130.0,Staphylococcus aureus,NCIM 5021,Staphylococcus aureus NCIM 5021
918,57.1,Chemical synthesis using sodium borohydride and trisodium citrate,42.9,50.0,MBC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,100.0,Escherichia coli,MTCC 443,Escherichia coli MTCC 443
919,57.1,Chemical synthesis using sodium borohydride and trisodium citrate,42.9,50.0,MBC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,140.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
920,57.1,Chemical synthesis using sodium borohydride and trisodium citrate,42.9,50.0,MBC,60.0,30.0,water,24.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,100.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
921,57.1,Chemical synthesis using sodium borohydride and trisodium citrate,42.9,50.0,MBC,60.0,30.0,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,1,0,1,0,160.0,Staphylococcus aureus,NCIM 5021,Staphylococcus aureus NCIM 5021
922,70.6,Chemical synthesis using sodium borohydride and trisodium citrate,55.4,63.0,MIC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,90.0,Escherichia coli,MTCC 443,Escherichia coli MTCC 443
923,70.6,Chemical synthesis using sodium borohydride and trisodium citrate,55.4,63.0,MIC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,140.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
924,70.6,Chemical synthesis using sodium borohydride and trisodium citrate,55.4,63.0,MIC,60.0,30.0,water,24.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,90.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
925,70.6,Chemical synthesis using sodium borohydride and trisodium citrate,55.4,63.0,MIC,60.0,30.0,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,1,0,1,0,160.0,Staphylococcus aureus,NCIM 5021,Staphylococcus aureus NCIM 5021
926,70.6,Chemical synthesis using sodium borohydride and trisodium citrate,55.4,63.0,MBC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,110.0,Escherichia coli,MTCC 443,Escherichia coli MTCC 443
927,70.6,Chemical synthesis using sodium borohydride and trisodium citrate,55.4,63.0,MBC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,170.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
928,70.6,Chemical synthesis using sodium borohydride and trisodium citrate,55.4,63.0,MBC,60.0,30.0,water,24.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,120.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
929,70.6,Chemical synthesis using sodium borohydride and trisodium citrate,55.4,63.0,MBC,60.0,30.0,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,1,0,1,0,200.0,Staphylococcus aureus,NCIM 5021,Staphylococcus aureus NCIM 5021
930,93.2,Chemical synthesis using sodium borohydride and trisodium citrate,76.8,85.0,MIC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,90.0,Escherichia coli,MTCC 443,Escherichia coli MTCC 443
931,93.2,Chemical synthesis using sodium borohydride and trisodium citrate,76.8,85.0,MIC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,160.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
932,93.2,Chemical synthesis using sodium borohydride and trisodium citrate,76.8,85.0,MIC,60.0,30.0,water,24.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,110.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
933,93.2,Chemical synthesis using sodium borohydride and trisodium citrate,76.8,85.0,MIC,60.0,30.0,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,1,0,1,0,180.0,Staphylococcus aureus,NCIM 5021,Staphylococcus aureus NCIM 5021
934,93.2,Chemical synthesis using sodium borohydride and trisodium citrate,76.8,85.0,MBC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,130.0,Escherichia coli,MTCC 443,Escherichia coli MTCC 443
935,93.2,Chemical synthesis using sodium borohydride and trisodium citrate,76.8,85.0,MBC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,170.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
936,93.2,Chemical synthesis using sodium borohydride and trisodium citrate,76.8,85.0,MBC,60.0,30.0,water,24.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,130.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
937,93.2,Chemical synthesis using sodium borohydride and trisodium citrate,76.8,85.0,MBC,60.0,30.0,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,1,0,1,0,200.0,Staphylococcus aureus,NCIM 5021,Staphylococcus aureus NCIM 5021
938,111.2,Chemical synthesis using sodium borohydride and trisodium citrate,88.8,100.0,MIC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,110.0,Escherichia coli,MTCC 443,Escherichia coli MTCC 443
939,111.2,Chemical synthesis using sodium borohydride and trisodium citrate,88.8,100.0,MIC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,160.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
940,111.2,Chemical synthesis using sodium borohydride and trisodium citrate,88.8,100.0,MIC,60.0,30.0,water,24.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,120.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
941,111.2,Chemical synthesis using sodium borohydride and trisodium citrate,88.8,100.0,MIC,60.0,30.0,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,1,0,1,0,200.0,Staphylococcus aureus,NCIM 5021,Staphylococcus aureus NCIM 5021
942,111.2,Chemical synthesis using sodium borohydride and trisodium citrate,88.8,100.0,MBC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,140.0,Escherichia coli,MTCC 443,Escherichia coli MTCC 443
943,111.2,Chemical synthesis using sodium borohydride and trisodium citrate,88.8,100.0,MBC,60.0,30.0,water,24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,180.0,Escherichia coli,MTCC 739,Escherichia coli MTCC 739
944,111.2,Chemical synthesis using sodium borohydride and trisodium citrate,88.8,100.0,MBC,60.0,30.0,water,24.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,18,0,0,0,0,0,0,140.0,Bacillus subtilis,MTCC 441,Bacillus subtilis MTCC 441
945,111.2,Chemical synthesis using sodium borohydride and trisodium citrate,88.8,100.0,MBC,60.0,30.0,water,24.0,spherical,0,11,skin,1.7837651700316897,107.868,4.0,1,24,1,0,1,0,1,0,200.0,Staphylococcus aureus,NCIM 5021,Staphylococcus aureus NCIM 5021
946,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MIC,90.0,30.0,water (distilled),24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,125.0,Escherichia coli,O157:H7,Escherichia coli O157:H7
947,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MIC,90.0,30.0,water (distilled),24.0,spherical,0,11,skin,1.7837651700316897,107.868,6.0,1,48,1,0,1,0,1,0,125.0,Staphylococcus aureus,ATCC 25923,Staphylococcus aureus ATCC 25923
948,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MIC,90.0,30.0,water (distilled),24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,1,0,0,0,62.5,Enterococcus faecium,DSM 13590,Enterococcus faecium DSM 13590
949,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MIC,90.0,30.0,water (distilled),24.0,spherical,0,11,skin,1.7837651700316897,107.868,6.0,1,24,0,0,1,0,0,0,125.0,Staphylococcus epidermidis,ATCC 12228,Staphylococcus epidermidis ATCC 12228
950,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MIC,90.0,30.0,water (distilled),24.0,spherical,0,11,clinical samples (stool),1.7837651700316897,107.868,12.0,1,24,0,0,0,0,0,1,250.0,Salmonella enterica subsp. enterica serovar Enteritidis   ,ATCC 13076,Salmonella enterica subsp. enterica serovar Enteritidis    ATCC 13076
951,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MIC,90.0,30.0,water (distilled),24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,250.0,Salmonella enterica subsp. enterica serovar Typhimurium   ,ATCC 14028,Salmonella enterica subsp. enterica serovar Typhimurium    ATCC 14028
952,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MIC,90.0,30.0,water (distilled),24.0,spherical,0,11,soil,1.7837651700316897,107.868,18.0,1,72,0,0,0,0,0,0,500.0,Listeria monocytogenes,ATCC 19111,Listeria monocytogenes ATCC 19111
953,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MIC,90.0,30.0,water (distilled),24.0,spherical,0,11,guts,1.7837651700316897,107.868,24.0,1,72,1,0,0,0,0,0,500.0,Candida albicans,ATCC 10239,Candida albicans ATCC 10239
954,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MBC,90.0,30.0,water (distilled),24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,125.0,Escherichia coli,O157:H7,Escherichia coli O157:H7
955,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MBC,90.0,30.0,water (distilled),24.0,spherical,0,11,skin,1.7837651700316897,107.868,6.0,1,48,1,0,1,0,1,0,250.0,Staphylococcus aureus,ATCC 25923,Staphylococcus aureus ATCC 25923
956,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MBC,90.0,30.0,water (distilled),24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,1,0,0,0,125.0,Enterococcus faecium,DSM 13590,Enterococcus faecium DSM 13590
957,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MBC,90.0,30.0,water (distilled),24.0,spherical,0,11,skin,1.7837651700316897,107.868,6.0,1,24,0,0,1,0,0,0,125.0,Staphylococcus epidermidis,ATCC 12228,Staphylococcus epidermidis ATCC 12228
958,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MBC,90.0,30.0,water (distilled),24.0,spherical,0,11,clinical samples (stool),1.7837651700316897,107.868,12.0,1,24,0,0,0,0,0,1,500.0,Salmonella enterica subsp. enterica serovar Enteritidis   ,ATCC 13076,Salmonella enterica subsp. enterica serovar Enteritidis    ATCC 13076
959,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MBC,90.0,30.0,water (distilled),24.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,250.0,Salmonella enterica subsp. enterica serovar Typhimurium   ,ATCC 14028,Salmonella enterica subsp. enterica serovar Typhimurium    ATCC 14028
960,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MBC,90.0,30.0,water (distilled),24.0,spherical,0,11,soil,1.7837651700316897,107.868,18.0,1,72,0,0,0,0,0,0,500.0,Listeria monocytogenes,ATCC 19111,Listeria monocytogenes ATCC 19111
961,70.0,Eco-benign synthesis using Quercus coccifera L.,50.0,60.0,MFC,90.0,30.0,water (distilled),24.0,spherical,0,11,guts,1.7837651700316897,107.868,24.0,1,72,1,0,0,0,0,0,500.0,Candida albicans,ATCC 10239,Candida albicans ATCC 10239
962,27.69,Green synthesis using Serai kayu,27.69,27.69,MIC,50.0,30.0,ethanol,4.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,15.0,Bacillus cereus,ATCC 33019,Bacillus cereus ATCC 33019
963,27.69,Green synthesis using Serai kayu,27.69,27.69,MIC,50.0,30.0,ethanol,4.0,spherical,0,11,soil,1.7837651700316897,107.868,12.0,1,48,0,0,0,0,0,0,62.0,Bacillus megaterium,ATCC 14581,Bacillus megaterium ATCC 14581
964,27.69,Green synthesis using Serai kayu,27.69,27.69,MIC,50.0,30.0,ethanol,4.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,31.0,Bacillus pumilus,ATCC 14884,Bacillus pumilus ATCC 14884
965,27.69,Green synthesis using Serai kayu,27.69,27.69,MIC,50.0,30.0,ethanol,4.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,62.0,Bacillus subtilis,ATCC 6633,Bacillus subtilis ATCC 6633
966,27.69,Green synthesis using Serai kayu,27.69,27.69,MIC,50.0,30.0,ethanol,4.0,spherical,0,11,guts,1.7837651700316897,107.868,2.0,1,8,0,0,0,0,0,0,125.0,Escherichia coli,ATCC 43895,Escherichia coli ATCC 43895
967,27.69,Green synthesis using Serai kayu,27.69,27.69,MIC,50.0,30.0,ethanol,4.0,spherical,0,11,lungs,1.7837651700316897,107.868,18.0,1,24,0,0,0,0,0,1,15.0,Klebsiella pneumoniae,ATCC 13773,Klebsiella pneumoniae ATCC 13773
968,27.69,Green synthesis using Serai kayu,27.69,27.69,MIC,50.0,30.0,ethanol,4.0,spherical,0,11,soil,1.7837651700316897,107.868,24.0,1,48,0,0,0,0,0,0,31.0,Listeria monocytogenes,ATCC 19112,Listeria monocytogenes ATCC 19112
969,27.69,Green synthesis using Serai kayu,27.69,27.69,MIC,50.0,30.0,ethanol,4.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,0,0,0,15.0,Pseudomonas aeruginosa,ATCC 9027,Pseudomonas aeruginosa ATCC 9027
970,27.69,Green synthesis using Serai kayu,27.69,27.69,MIC,50.0,30.0,ethanol,4.0,spherical,0,11,"clinical samples (urine, wound swabs)",1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,31.0,Proteus mirabilis,ATCC 21100,Proteus mirabilis ATCC 21100
971,27.69,Green synthesis using Serai kayu,27.69,27.69,MIC,50.0,30.0,ethanol,4.0,spherical,0,11,skin,1.7837651700316897,107.868,24.0,1,72,1,0,1,0,1,0,8.0,Staphylococcus aureus,ATCC 29737,Staphylococcus aureus ATCC 29737
972,27.69,Green synthesis using Serai kayu,27.69,27.69,MIC,50.0,30.0,ethanol,4.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,8.0,Salmonella enterica subsp. enterica serovar Typhimurium   ,ATCC 14028,Salmonella enterica subsp. enterica serovar Typhimurium    ATCC 14028
973,27.69,Green synthesis using Serai kayu,27.69,27.69,MBC,50.0,30.0,ethanol,4.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,15.0,Bacillus cereus,ATCC 33019,Bacillus cereus ATCC 33019
974,27.69,Green synthesis using Serai kayu,27.69,27.69,MBC,50.0,30.0,ethanol,4.0,spherical,0,11,soil,1.7837651700316897,107.868,12.0,1,48,0,0,0,0,0,0,125.0,Bacillus megaterium,ATCC 14581,Bacillus megaterium ATCC 14581
975,27.69,Green synthesis using Serai kayu,27.69,27.69,MBC,50.0,30.0,ethanol,4.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,62.0,Bacillus pumilus,ATCC 14884,Bacillus pumilus ATCC 14884
976,27.69,Green synthesis using Serai kayu,27.69,27.69,MBC,50.0,30.0,ethanol,4.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,125.0,Bacillus subtilis,ATCC 6633,Bacillus subtilis ATCC 6633
977,27.69,Green synthesis using Serai kayu,27.69,27.69,MBC,50.0,30.0,ethanol,4.0,spherical,0,11,guts,1.7837651700316897,107.868,2.0,1,8,0,0,0,0,0,0,250.0,Escherichia coli,ATCC 43895,Escherichia coli ATCC 43895
978,27.69,Green synthesis using Serai kayu,27.69,27.69,MBC,50.0,30.0,ethanol,4.0,spherical,0,11,lungs,1.7837651700316897,107.868,18.0,1,24,0,0,0,0,0,1,31.0,Klebsiella pneumoniae,ATCC 13773,Klebsiella pneumoniae ATCC 13773
979,27.69,Green synthesis using Serai kayu,27.69,27.69,MBC,50.0,30.0,ethanol,4.0,spherical,0,11,soil,1.7837651700316897,107.868,24.0,1,48,0,0,0,0,0,0,62.0,Listeria monocytogenes,ATCC 19112,Listeria monocytogenes ATCC 19112
980,27.69,Green synthesis using Serai kayu,27.69,27.69,MBC,50.0,30.0,ethanol,4.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,0,0,0,15.0,Pseudomonas aeruginosa,ATCC 9027,Pseudomonas aeruginosa ATCC 9027
981,27.69,Green synthesis using Serai kayu,27.69,27.69,MBC,50.0,30.0,ethanol,4.0,spherical,0,11,"clinical samples (urine, wound swabs)",1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,31.0,Proteus mirabilis,ATCC 21100,Proteus mirabilis ATCC 21100
982,27.69,Green synthesis using Serai kayu,27.69,27.69,MBC,50.0,30.0,ethanol,4.0,spherical,0,11,skin,1.7837651700316897,107.868,24.0,1,72,1,0,1,0,1,0,8.0,Staphylococcus aureus,ATCC 29737,Staphylococcus aureus ATCC 29737
983,27.69,Green synthesis using Serai kayu,27.69,27.69,MBC,50.0,30.0,ethanol,4.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,15.0,Salmonella enterica subsp. enterica serovar Typhimurium   ,ATCC 14028,Salmonella enterica subsp. enterica serovar Typhimurium    ATCC 14028
984,20.0,Green synthesis using Areca catechu L. nut,10.0,8.29,MIC,50.0,30.0,water,30.0,spherical,0,11,guts,1.7837651700316897,107.868,1.5,1,4,0,0,0,0,0,0,4.0,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
985,20.0,Green synthesis using Areca catechu L. nut,10.0,8.29,MIC,50.0,30.0,water,30.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,8.0,Salmonella enterica subsp. enterica serovar Typhimurium   ,ATCC 14028,Salmonella enterica subsp. enterica serovar Typhimurium    ATCC 14028
986,20.0,Green synthesis using Areca catechu L. nut,10.0,8.29,MIC,50.0,30.0,water,30.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,1,0,0,8.0,Pseudomonas aeruginosa,ATCC 27853,Pseudomonas aeruginosa ATCC 27853
987,20.0,Green synthesis using Areca catechu L. nut,10.0,8.29,MIC,50.0,30.0,water,30.0,spherical,0,11,soil,1.7837651700316897,107.868,12.0,1,48,0,0,0,0,0,0,16.0,Listeria monocytogenes,ATCC 51772,Listeria monocytogenes ATCC 51772
988,20.0,Green synthesis using Areca catechu L. nut,10.0,8.29,MIC,50.0,30.0,water,30.0,spherical,0,11,skin,1.7837651700316897,107.868,6.0,1,48,1,0,1,0,1,0,4.0,Staphylococcus aureus,ATCC 25923,Staphylococcus aureus ATCC 25923
989,20.0,Green synthesis using Areca catechu L. nut,10.0,8.29,MIC,50.0,30.0,water,30.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,12,0,0,0,0,0,0,16.0,Bacillus subtilis,ATCC 14579,Bacillus subtilis ATCC 14579
990,20.0,Green synthesis using Areca catechu L. nut,10.0,8.29,MBC,50.0,30.0,water,30.0,spherical,0,11,guts,1.7837651700316897,107.868,1.5,1,4,0,0,0,0,0,0,8.0,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
991,20.0,Green synthesis using Areca catechu L. nut,10.0,8.29,MBC,50.0,30.0,water,30.0,spherical,0,11,guts,1.7837651700316897,107.868,6.0,1,24,0,0,0,0,0,0,8.0,Salmonella enterica subsp. enterica serovar Typhimurium   ,ATCC 14028,Salmonella enterica subsp. enterica serovar Typhimurium    ATCC 14028
992,20.0,Green synthesis using Areca catechu L. nut,10.0,8.29,MBC,50.0,30.0,water,30.0,spherical,0,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,1,0,0,16.0,Pseudomonas aeruginosa,ATCC 27853,Pseudomonas aeruginosa ATCC 27853
993,20.0,Green synthesis using Areca catechu L. nut,10.0,8.29,MBC,50.0,30.0,water,30.0,spherical,0,11,soil,1.7837651700316897,107.868,12.0,1,48,0,0,0,0,0,0,32.0,Listeria monocytogenes,ATCC 51772,Listeria monocytogenes ATCC 51772
994,20.0,Green synthesis using Areca catechu L. nut,10.0,8.29,MBC,50.0,30.0,water,30.0,spherical,0,11,skin,1.7837651700316897,107.868,6.0,1,48,1,0,1,0,1,0,8.0,Staphylococcus aureus,ATCC 25923,Staphylococcus aureus ATCC 25923
995,20.0,Green synthesis using Areca catechu L. nut,10.0,8.29,MBC,50.0,30.0,water,30.0,spherical,0,11,soil,1.7837651700316897,107.868,6.0,1,12,0,0,0,0,0,0,64.0,Bacillus subtilis,ATCC 14579,Bacillus subtilis ATCC 14579
996,60.0,Green synthesis using Clerodendrum serratum,9.0,34.5,MIC,25.0,30.0,water (distilled),24.0,spherical,1,11,soil,1.7837651700316897,107.868,48.0,1,96,0,0,1,0,0,0,1.562,Mycobacterium smegmatis,None,Mycobacterium smegmatis None
997,60.0,Green synthesis using Clerodendrum serratum,9.0,34.5,MIC,25.0,30.0,water (distilled),24.0,spherical,1,11,"clinical samples (biopsy, wound swabs)",1.7837651700316897,107.868,48.0,1,336,0,0,1,0,0,1,1.562,Mycobacterium fortuitum,ATCC 6841,Mycobacterium fortuitum ATCC 6841
998,60.0,Green synthesis using Clerodendrum serratum,9.0,34.5,MIC,25.0,30.0,water (distilled),24.0,spherical,1,11,water,1.7837651700316897,107.868,168.0,1,336,0,0,1,0,0,1,0.781,Mycobacterium marinum,ATCC 2275,Mycobacterium marinum ATCC 2275
999,40.0,Green synthesis using Scutellaria barbata,20.0,30.0,MIC,90.0,30.0,water,24.0,spherical,1,11,guts,1.7837651700316897,107.868,1.5,1,4,0,0,0,0,0,0,2.8,Escherichia coli,ATCC 25922,Escherichia coli ATCC 25922
1000,40.0,Green synthesis using Scutellaria barbata,20.0,30.0,MIC,90.0,30.0,water,24.0,spherical,1,11,nasopharynx,1.7837651700316897,107.868,18.0,1,48,1,0,1,0,0,0,3.1,Staphylococcus aureus,ATCC 23235,Staphylococcus aureus ATCC 23235
1001,40.0,Green synthesis using Scutellaria barbata,20.0,30.0,MIC,90.0,30.0,water,24.0,spherical,1,11,"clinical samples (sputum, urine)",1.7837651700316897,107.868,4.0,1,12,0,0,0,0,0,0,3.4,Pseudomonas aeruginosa,ATCC 15442,Pseudomonas aeruginosa ATCC 15442
1002,40.0,Green synthesis using Scutellaria barbata,20.0,30.0,MIC,90.0,30.0,water,24.0,spherical,1,11,lungs,1.7837651700316897,107.868,3.0,1,24,0,0,0,0,0,0,2.2,Klebsiella pneumoniae,None,Klebsiella pneumoniae None
