np_size_max__nm_,np_synthesis,np_size_min__nm_,method,Temperature_for_extract__C,Duration_preparing_extract__min,np_size_avg__nm_,Solvent_for_extract,amw,time_set__hours_,bacteria,Valance_electron,Order,avg_Incub_period__h,prim_specific_habitat,Genus,sec_habitat,coating,shape,mdr,max_Incub_period__h,min_Incub_period__h,common_environment,MIC_NP___g_mL_
45.0,Green synthesis using Brillantaisia patula,45.0,MIC,100.0,15.0,45.0,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,2,guts,Escherichia,mouth,0,spherical,0,4,1.5,human,2.2380465718564744
45.0,Green synthesis using Brillantaisia patula,45.0,MIC,100.0,15.0,45.0,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,2.7568403652716422
45.0,Green synthesis using Brillantaisia patula,45.0,MIC,100.0,15.0,45.0,water (distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,24,skin,Staphylococcus,nasopharynx,0,spherical,0,48,6.0,human,4.31748811353631
115.0,Green synthesis using Crossopteryx febrifuga,115.0,MIC,100.0,15.0,115.0,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,2,guts,Escherichia,mouth,0,spherical,0,4,1.5,human,5.0106352940962555
115.0,Green synthesis using Crossopteryx febrifuga,115.0,MIC,100.0,15.0,115.0,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.31748811353631
115.0,Green synthesis using Crossopteryx febrifuga,115.0,MIC,100.0,15.0,115.0,water (distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,24,skin,Staphylococcus,nasopharynx,0,spherical,0,48,6.0,human,5.703782474656201
47.0,Green synthesis using Senna siamea,47.0,MIC,100.0,15.0,47.0,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,2,guts,Escherichia,mouth,0,spherical,0,4,1.5,human,4.31748811353631
47.0,Green synthesis using Senna siamea,47.0,MIC,100.0,15.0,47.0,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,5.0106352940962555
47.0,Green synthesis using Senna siamea,47.0,MIC,100.0,15.0,47.0,water (distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,24,skin,Staphylococcus,nasopharynx,0,spherical,0,48,6.0,human,3.624340932976365
75.0,Green synthesis using paper wasp nest,10.0,MIC,110.0,15.0,42.5,water,107.868,24.0,Escherichia coli,11,Enterobacterales,8,guts,Escherichia,mouth,0,spherical,0,12,4.0,human,2.0149030205422647
75.0,Green synthesis using paper wasp nest,10.0,MIC,110.0,15.0,42.5,water,107.868,24.0,Staphylococcus aureus,11,Bacillales,24,skin,Staphylococcus,nasopharynx,0,spherical,1,48,18.0,human,1.3217558399823195
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MIC,25.0,2880.0,15.0,water,107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,cubic,0,24,4.0,human,2.5257286443082556
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MIC,25.0,2880.0,15.0,water,107.868,24.0,Streptococcus pyogenes,11,Lactobacillales,36,nasopharynx,Streptococcus,skin,0,cubic,0,48,24.0,human,1.840549633397487
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MIC,25.0,2880.0,15.0,water,107.868,24.0,Bacillus cereus,11,Bacillales,10,soil,Bacillus,plants,0,cubic,0,16,4.0,nature,3.2188758248682006
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MIC,25.0,2880.0,15.0,water,107.868,24.0,Streptococcus mutans,11,Lactobacillales,48,mouth,Streptococcus,clinical samples (saliva),0,cubic,0,72,24.0,human,1.1314021114911006
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MIC,25.0,2880.0,15.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,medical surfaces,0,cubic,0,24,6.0,nosocomial,1.840549633397487
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MIC,25.0,2880.0,15.0,water,107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,48,"clinical samples (sputum, urine)",Pseudomonas,water,0,cubic,0,72,24.0,nosocomial,3.2188758248682006
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MIC,25.0,2880.0,15.0,water,107.868,24.0,Salmonella enterica subsp. enterica serovar Typhi ,11,Enterobacterales,10,guts,Salmonella,"clinical samples (blood, urine)",0,cubic,0,12,5.0,human,2.5257286443082556
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MIC,25.0,2880.0,15.0,water,107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,cubic,0,24,1.5,human,2.5257286443082556
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MBC,25.0,2880.0,15.0,water,107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,cubic,0,24,4.0,human,3.2188758248682006
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MBC,25.0,2880.0,15.0,water,107.868,24.0,Streptococcus pyogenes,11,Lactobacillales,36,nasopharynx,Streptococcus,skin,0,cubic,0,48,24.0,human,2.5257286443082556
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MBC,25.0,2880.0,15.0,water,107.868,24.0,Bacillus cereus,11,Bacillales,10,soil,Bacillus,plants,0,cubic,0,16,4.0,nature,3.912023005428146
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MBC,25.0,2880.0,15.0,water,107.868,24.0,Streptococcus mutans,11,Lactobacillales,48,mouth,Streptococcus,clinical samples (saliva),0,cubic,0,72,24.0,human,1.840549633397487
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MBC,25.0,2880.0,15.0,water,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,medical surfaces,0,cubic,0,24,6.0,nosocomial,2.5257286443082556
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MBC,25.0,2880.0,15.0,water,107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,48,"clinical samples (sputum, urine)",Pseudomonas,water,0,cubic,0,72,24.0,nosocomial,3.912023005428146
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MBC,25.0,2880.0,15.0,water,107.868,24.0,Salmonella enterica subsp. enterica serovar Typhi ,11,Enterobacterales,10,guts,Salmonella,"clinical samples (blood, urine)",0,cubic,0,12,5.0,human,3.2188758248682006
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MBC,25.0,2880.0,15.0,water,107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,cubic,0,24,1.5,human,3.2188758248682006
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MIC,25.0,2880.0,15.0,water,107.868,24.0,Candida albicans,11,Saccharomycetales,48,guts,Candida,mouth,0,cubic,0,72,24.0,human,2.5257286443082556
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MIC,25.0,2880.0,15.0,water,107.868,24.0,Cryptococcus neoformans,11,Tremellales,60,soil,Cryptococcus,nosocomial,0,cubic,0,168,24.0,nature,3.2188758248682006
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MIC,25.0,2880.0,15.0,water,107.868,24.0,Aspergillus niger,11,Eurotiales,60,soil,Aspergillus,food,0,cubic,0,84,36.0,nature,1.840549633397487
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MIC,25.0,2880.0,15.0,water,107.868,24.0,Candida tropicalis,11,Saccharomycetales,48,"clinical samples (blood, sputum, urine)",Candida,mouth,0,cubic,0,72,24.0,nosocomial,2.5257286443082556
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MIC,25.0,2880.0,15.0,water,107.868,24.0,Candida parapsilosis,11,Saccharomycetales,48,clinical samples (blood),Candida,skin,0,cubic,0,72,24.0,nosocomial,1.840549633397487
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MBC,25.0,2880.0,15.0,water,107.868,24.0,Candida albicans,11,Saccharomycetales,48,guts,Candida,mouth,0,cubic,0,72,24.0,human,3.2188758248682006
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MBC,25.0,2880.0,15.0,water,107.868,24.0,Cryptococcus neoformans,11,Tremellales,60,soil,Cryptococcus,nosocomial,0,cubic,0,168,24.0,nature,3.912023005428146
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MBC,25.0,2880.0,15.0,water,107.868,24.0,Aspergillus niger,11,Eurotiales,60,soil,Aspergillus,food,0,cubic,0,84,36.0,nature,2.5257286443082556
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MBC,25.0,2880.0,15.0,water,107.868,24.0,Candida tropicalis,11,Saccharomycetales,48,"clinical samples (blood, sputum, urine)",Candida,mouth,0,cubic,0,72,24.0,nosocomial,3.2188758248682006
20.0,Biosynthesis using bacterial isolate NMS-1 (Bacillus subtilis),10.0,MBC,25.0,2880.0,15.0,water,107.868,24.0,Candida parapsilosis,11,Saccharomycetales,48,clinical samples (blood),Candida,skin,0,cubic,0,72,24.0,nosocomial,2.5257286443082556
27.07,Green synthesis using Solanum tuberosum,3.91,MIC,60.0,15.0,6.835,water,107.868,24.0,Staphylococcus aureus,11,Bacillales,24,"clinical samples (blood, sputum)",Staphylococcus,skin,0,spherical,1,48,18.0,nosocomial,-1.491654876777717
27.07,Green synthesis using Solanum tuberosum,3.91,MIC,60.0,15.0,6.835,water,107.868,24.0,Bacillus subtilis,11,Bacillales,8,soil,Bacillus,plants,0,spherical,1,12,6.0,nature,-0.8556661100577202
27.07,Green synthesis using Solanum tuberosum,3.91,MIC,60.0,15.0,6.835,water,107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,1,12,4.0,nosocomial,-0.16251892949777494
27.07,Green synthesis using Solanum tuberosum,3.91,MIC,60.0,15.0,6.835,water,107.868,24.0,Escherichia coli,11,Enterobacterales,2,guts,Escherichia,mouth,0,spherical,1,4,1.5,human,0.5596157879354227
27.07,Green synthesis using Solanum tuberosum,3.91,MIC,60.0,15.0,6.835,water,107.868,24.0,Candida albicans,11,Saccharomycetales,48,mouth,Candida,genitals,0,spherical,1,72,24.0,human,1.252762968495368
20.4,Green synthesis using Lactobacillus paracasei,15.6,MIC,26.0,15.0,18.0,DPPH,107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),1,spherical,1,12,4.0,nosocomial,0.47000362924573563
20.4,Green synthesis using Lactobacillus paracasei,15.6,MIC,26.0,15.0,18.0,DPPH,107.868,24.0,Acinetobacter baumannii,11,Moraxellales,24,lungs,Acinetobacter,"clinical samples (blood, sputum)",1,spherical,1,48,8.0,nosocomial,0.47000362924573563
20.4,Green synthesis using Lactobacillus paracasei,15.6,MIC,26.0,15.0,18.0,DPPH,107.868,24.0,Proteus mirabilis,11,Enterobacterales,12,"clinical samples (urine, wound swabs)",Proteus,clinical samples (blood),1,spherical,1,24,6.0,nosocomial,0.47000362924573563
20.4,Green synthesis using Lactobacillus paracasei,15.6,MIC,26.0,15.0,18.0,DPPH,107.868,24.0,Micrococcus luteus,11,Micrococcales,48,skin,Micrococcus,nosocomial,1,spherical,1,72,24.0,human,0.47000362924573563
20.4,Green synthesis using Lactobacillus paracasei,15.6,MIC,26.0,15.0,18.0,DPPH,107.868,24.0,Staphylococcus epidermidis,11,Bacillales,12,skin,Staphylococcus,medical surfaces,1,spherical,1,24,4.0,human,0.47000362924573563
20.4,Green synthesis using Lactobacillus paracasei,15.6,MIC,26.0,15.0,18.0,DPPH,107.868,24.0,Saccharomyces cerevisiae,11,Saccharomycetales,4,plants,Saccharomyces,soil,1,spherical,1,6,2.0,nature,1.1314021114911006
45.0,Green synthesis using Suaeda maritima,45.0,MIC,60.0,15.0,45.0,methanol,107.868,24.0,Escherichia coli,11,Enterobacterales,2,guts,Escherichia,mouth,0,spherical,0,4,1.5,human,4.8283137373023015
45.0,Green synthesis using Suaeda maritima,45.0,MIC,60.0,15.0,45.0,methanol,107.868,24.0,Staphylococcus aureus,11,Bacillales,24,skin,Staphylococcus,nasopharynx,0,spherical,0,48,6.0,human,4.8283137373023015
45.0,Green synthesis using Suaeda maritima,45.0,MIC,60.0,15.0,45.0,methanol,107.868,24.0,Proteus mirabilis,11,Enterobacterales,12,clinical samples (urine),Proteus,clinical samples (wound swabs),0,spherical,0,18,6.0,nosocomial,4.8283137373023015
45.0,Green synthesis using Suaeda maritima,45.0,MIC,60.0,15.0,45.0,methanol,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,0,24,3.0,nosocomial,4.8283137373023015
45.0,Green synthesis using Suaeda maritima,45.0,MBC,60.0,15.0,45.0,methanol,107.868,24.0,Escherichia coli,11,Enterobacterales,2,guts,Escherichia,mouth,0,spherical,0,4,1.5,human,5.521460917862246
45.0,Green synthesis using Suaeda maritima,45.0,MBC,60.0,15.0,45.0,methanol,107.868,24.0,Staphylococcus aureus,11,Bacillales,24,skin,Staphylococcus,nasopharynx,0,spherical,0,48,6.0,human,4.8283137373023015
45.0,Green synthesis using Suaeda maritima,45.0,MBC,60.0,15.0,45.0,methanol,107.868,24.0,Proteus mirabilis,11,Enterobacterales,12,clinical samples (urine),Proteus,clinical samples (wound swabs),0,spherical,0,18,6.0,nosocomial,5.521460917862246
45.0,Green synthesis using Suaeda maritima,45.0,MBC,60.0,15.0,45.0,methanol,107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,spherical,0,24,3.0,nosocomial,4.8283137373023015
45.0,Green synthesis using Jatropha integerrima,17.0,MIC,25.0,15.0,29.0,water (double distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,8,guts,Escherichia,"clinical samples (blood, stool, urine)",1,spherical,0,12,4.0,human,0.9162907318741551
45.0,Green synthesis using Jatropha integerrima,17.0,MIC,25.0,15.0,29.0,water (double distilled),107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,21,lungs,Klebsiella,"clinical samples (blood, urine)",1,spherical,0,48,12.0,nosocomial,1.6094379124341003
45.0,Green synthesis using Jatropha integerrima,17.0,MIC,25.0,15.0,29.0,water (double distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,24,skin,Staphylococcus,nasopharynx,1,spherical,0,48,6.0,human,1.6094379124341003
45.0,Green synthesis using Jatropha integerrima,17.0,MIC,25.0,15.0,29.0,water (double distilled),107.868,24.0,Bacillus subtilis,11,Bacillales,3,soil,Bacillus,water,1,spherical,0,5,1.0,nature,2.0149030205422647
30.0,Green synthesis using Phoenix dactylifera seed,14.0,MIC,80.0,20.0,22.0,water (distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,spherical,1,24,4.0,human,2.367436065313662
30.0,Green synthesis using Phoenix dactylifera seed,14.0,MBC,80.0,20.0,22.0,water (distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,spherical,1,24,4.0,human,2.8524391037275145
90.0,Green synthesis using Nishamalaki Churna,48.0,MIC,60.0,20.0,69.0,water (double distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,2.0794415416798357
90.0,Green synthesis using Nishamalaki Churna,48.0,MIC,60.0,20.0,69.0,water (double distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,spherical,0,24,4.0,human,2.772588722239781
90.0,Green synthesis using Nishamalaki Churna,48.0,MBC,60.0,20.0,69.0,water (double distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,3.4657359027997265
90.0,Green synthesis using Nishamalaki Churna,48.0,MBC,60.0,20.0,69.0,water (double distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,spherical,0,24,4.0,human,4.174387269895637
27.0,Green synthesis using Commelina forskaolii,18.0,MIC,70.0,20.0,22.5,water,107.868,48.0,Enterococcus faecalis,11,Lactobacillales,36,"clinical samples (blood, sputum, urine)",Enterococcus,guts,0,spherical,0,48,24.0,nosocomial,4.135166556742356
27.0,Green synthesis using Commelina forskaolii,18.0,MIC,70.0,20.0,22.5,water,107.868,48.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,4.8283137373023015
27.0,Green synthesis using Commelina forskaolii,18.0,MIC,70.0,20.0,22.5,water,107.868,48.0,Candida albicans,11,Saccharomycetales,48,mouth,Candida,genitals,0,spherical,0,72,24.0,human,5.521460917862246
27.0,Green synthesis using Commelina forskaolii,18.0,MIC,70.0,20.0,22.5,water,107.868,48.0,Aspergillus niger,11,Eurotiales,60,soil,Aspergillus,dwelling,0,spherical,0,84,36.0,nature,3.4404180948154366
39.65,Green synthesis using Camellia sinensis,29.75,MIC,48.07498601007275,10.0,34.7,water,107.868,24.0,Streptococcus mutans,11,Lactobacillales,18,mouth,Streptococcus,"clinical samples (saliva, sputum)",1,spherical,0,24,12.0,human,4.605170185988092
15.0,Green synthesis using Salvia tebesana Bunge,10.0,MIC,55.0,30.0,12.5,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,2,guts,Escherichia,mouth,0,spherical,0,4,1.5,human,6.436150368369428
15.0,Green synthesis using Salvia tebesana Bunge,10.0,MIC,55.0,30.0,12.5,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,3.665098925448533
15.0,Green synthesis using Salvia tebesana Bunge,10.0,MIC,55.0,30.0,12.5,water (distilled),107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,24,lungs,Klebsiella,"clinical samples (blood, sputum)",0,spherical,0,48,18.0,nosocomial,5.049856007249537
15.0,Green synthesis using Salvia tebesana Bunge,10.0,MIC,55.0,30.0,12.5,water (distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,24,skin,Staphylococcus,nasopharynx,0,spherical,0,48,6.0,human,4.35799005684564
15.0,Green synthesis using Salvia tebesana Bunge,10.0,MIC,55.0,30.0,12.5,water (distilled),107.868,24.0,Enterococcus faecalis,11,Lactobacillales,24,"clinical samples (blood, saliva, sputum, urine)",Enterococcus,guts,0,spherical,0,48,18.0,nosocomial,5.049856007249537
15.0,Chemical synthesis using sodium citrate,10.0,MIC,25.0,60.0,12.5,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,2,guts,Escherichia,mouth,0,spherical,0,4,1.5,human,7.824046010856292
15.0,Chemical synthesis using sodium citrate,10.0,MIC,25.0,60.0,12.5,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,7.824046010856292
15.0,Chemical synthesis using sodium citrate,10.0,MIC,25.0,60.0,12.5,water (distilled),107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,24,lungs,Klebsiella,"clinical samples (blood, sputum)",0,spherical,0,48,18.0,nosocomial,7.824046010856292
15.0,Chemical synthesis using sodium citrate,10.0,MIC,25.0,60.0,12.5,water (distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,24,skin,Staphylococcus,nasopharynx,0,spherical,0,48,6.0,human,7.824046010856292
15.0,Chemical synthesis using sodium citrate,10.0,MIC,25.0,60.0,12.5,water (distilled),107.868,24.0,Enterococcus faecalis,11,Lactobacillales,24,"clinical samples (blood, saliva, sputum, urine)",Enterococcus,guts,0,spherical,0,48,18.0,nosocomial,7.824046010856292
31.18,Green synthesis using Aloe vera,9.26,MIC,60.0,30.0,20.22,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,hexagonal,0,24,1.5,human,4.442651256490317
40.0,Green synthesis using Origanum ehrenbergii,1.0,MIC,60.0,30.0,13.5,water (distilled),107.868,24.0,Enterococcus faecium,11,Lactobacillales,12,"clinical samples (blood, urine)",Enterococcus,clinical samples (wound swabs),0,pseudo-spherical,0,24,6.0,nosocomial,4.8283137373023015
40.0,Green synthesis using Origanum ehrenbergii,1.0,MIC,60.0,30.0,13.5,water (distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,pseudo-spherical,0,24,4.0,human,4.135166556742356
40.0,Green synthesis using Origanum ehrenbergii,1.0,MIC,60.0,30.0,13.5,water (distilled),107.868,24.0,Staphylococcus haemolyticus,11,Bacillales,18,skin,Staphylococcus,medical surfaces,0,pseudo-spherical,0,24,4.0,human,4.135166556742356
40.0,Green synthesis using Origanum ehrenbergii,1.0,MIC,60.0,30.0,13.5,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,pseudo-spherical,0,12,4.0,nosocomial,4.135166556742356
40.0,Green synthesis using Origanum ehrenbergii,1.0,MIC,60.0,30.0,13.5,water (distilled),107.868,24.0,Citrobacter braakii,11,Enterobacterales,24,"clinical samples (blood, urine, wound swabs)",Citrobacter,soil,0,pseudo-spherical,0,48,18.0,nosocomial,4.135166556742356
40.0,Green synthesis using Origanum ehrenbergii,1.0,MIC,60.0,30.0,13.5,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,pseudo-spherical,0,24,1.5,human,4.135166556742356
40.0,Green synthesis using Origanum ehrenbergii,1.0,MIC,60.0,30.0,13.5,water (distilled),107.868,24.0,Stenotrophomonas maltophilia,11,Lysobacterales,12,"clinical samples (sputum, urine)",Stenotrophomonas,"clinical samples (blood, wound swabs)",0,pseudo-spherical,0,24,6.0,nosocomial,4.135166556742356
40.0,Green synthesis using Origanum ehrenbergii,1.0,MIC,60.0,30.0,13.5,water (distilled),107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,pseudo-spherical,0,24,3.0,nosocomial,4.135166556742356
40.0,Green synthesis using Origanum ehrenbergii,1.0,MIC,60.0,30.0,13.5,water (distilled),107.868,24.0,Enterococcus faecium,11,Lactobacillales,12,"clinical samples (blood, urine)",Enterococcus,clinical samples (wound swabs),0,pseudo-spherical,0,24,6.0,nosocomial,4.8283137373023015
40.0,Green synthesis using Origanum ehrenbergii,1.0,MBC,60.0,30.0,13.5,water (distilled),107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,pseudo-spherical,0,24,4.0,human,6.907755278982137
40.0,Green synthesis using Origanum ehrenbergii,1.0,MBC,60.0,30.0,13.5,water (distilled),107.868,24.0,Staphylococcus haemolyticus,11,Bacillales,18,skin,Staphylococcus,medical surfaces,0,pseudo-spherical,0,24,4.0,human,6.907755278982137
40.0,Green synthesis using Origanum ehrenbergii,1.0,MBC,60.0,30.0,13.5,water (distilled),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,pseudo-spherical,0,12,4.0,nosocomial,6.907755278982137
40.0,Green synthesis using Origanum ehrenbergii,1.0,MBC,60.0,30.0,13.5,water (distilled),107.868,24.0,Citrobacter braakii,11,Enterobacterales,24,"clinical samples (blood, urine, wound swabs)",Citrobacter,soil,0,pseudo-spherical,0,48,18.0,nosocomial,6.907755278982137
40.0,Green synthesis using Origanum ehrenbergii,1.0,MBC,60.0,30.0,13.5,water (distilled),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,pseudo-spherical,0,24,1.5,human,6.907755278982137
40.0,Green synthesis using Origanum ehrenbergii,1.0,MBC,60.0,30.0,13.5,water (distilled),107.868,24.0,Stenotrophomonas maltophilia,11,Lysobacterales,12,"clinical samples (sputum, urine)",Stenotrophomonas,"clinical samples (blood, wound swabs)",0,pseudo-spherical,0,24,6.0,nosocomial,6.907755278982137
40.0,Green synthesis using Origanum ehrenbergii,1.0,MBC,60.0,30.0,13.5,water (distilled),107.868,24.0,Klebsiella pneumoniae,11,Enterobacterales,12,lungs,Klebsiella,"clinical samples (blood, wound swabs)",0,pseudo-spherical,0,24,3.0,nosocomial,6.907755278982137
40.0,Green synthesis using Origanum ehrenbergii,1.0,MBC,60.0,30.0,13.5,water (distilled),107.868,24.0,Enterococcus faecium,11,Lactobacillales,12,"clinical samples (blood, urine)",Enterococcus,clinical samples (wound swabs),0,pseudo-spherical,0,24,6.0,nosocomial,6.907755278982137
50.0,Green synthesis using Azadirachta indica,20.0,MIC,100.0,30.0,35.0,water (Milli-Q),107.868,24.0,Escherichia coli,11,Enterobacterales,8,guts,Escherichia,"clinical samples (stool, urine)",0,spherical,0,12,6.0,human,-0.6931471805599453
50.0,Green synthesis using Azadirachta indica,20.0,MIC,100.0,30.0,35.0,water (Milli-Q),107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,spherical,0,24,4.0,human,0.0
50.0,Green synthesis using Azadirachta indica,20.0,MBC,100.0,30.0,35.0,water (Milli-Q),107.868,24.0,Escherichia coli,11,Enterobacterales,8,guts,Escherichia,"clinical samples (stool, urine)",0,spherical,0,12,6.0,human,2.302585092994046
50.0,Green synthesis using Azadirachta indica,20.0,MBC,100.0,30.0,35.0,water (Milli-Q),107.868,24.0,Staphylococcus aureus,11,Bacillales,8,skin,Staphylococcus,nasopharynx,0,spherical,0,24,4.0,human,2.0149030205422647
26.48,Green synthesis using Desmodium triquetrum,16.78,MIC,65.0,30.0,21.63,water (deionized),107.868,24.0,Bacillus subtilis,11,Bacillales,8,soil,Bacillus,plants,0,spherical,0,12,6.0,nature,1.3609765531356006
26.48,Green synthesis using Desmodium triquetrum,16.78,MIC,65.0,30.0,21.63,water (deionized),107.868,24.0,Pseudomonas aeruginosa,11,Pseudomonadales,8,"clinical samples (sputum, urine)",Pseudomonas,clinical samples (wound swabs),0,spherical,0,12,4.0,nosocomial,2.0541237336955462
26.48,Green synthesis using Desmodium triquetrum,16.78,MIC,65.0,30.0,21.63,water (deionized),107.868,24.0,Escherichia coli,11,Enterobacterales,4,guts,Escherichia,mouth,0,spherical,0,24,1.5,human,2.714694743820879
