NP,Bacteria,ATCC(species),NP_Synthesis,Drug,Drug_dose (μg/disk),NP_concentration (μg/disk),NP size_min (nm),NP size_max (nm),NP size_avg (nm),shape,method,ZOI_drug (mm),ZOI_NP,ZOI_drug_NP,fold_increase_in_antibacterial_activity (%),Zeta_potential (mV),MDR,FIC,Effect,ChEBI ID,reference,doi,time (hr),Coat with antimicrobial peptide,combined MIC,peptide MIC,synergy index( Vantibiotic+AgNPs/(Vantibiotic + VAgNPs - Vantibiotic X VAgNPs).)
Ag,Escherichia coli,,green_synthesis  using fungus Trichoderma,Chloramphenicol,10,10,5,40,13,spherical,disc_diffusion,22,,28,0.2727,-28,,,,,https://www.sciencedirect.com/science/article/pii/S1549963409000914,,,,,,
Ag,Salmonella typhi,,green_synthesis  using fungus Trichoderma,Chloramphenicol,10,10,5,40,13,spherical,disc_diffusion,29,,36,0.2414,-28,,,,,https://www.sciencedirect.com/science/article/pii/S1549963409000914,,,,,,
Ag,Staphylococcus aureus,,green_synthesis  using fungus Trichoderma,Chloramphenicol,10,10,5,40,13,spherical,disc_diffusion,9,,10,0.1111,-28,,,,,https://www.sciencedirect.com/science/article/pii/S1549963409000914,,,,,,
Ag,Micrococcus luteus,,green_synthesis  using fungus Trichoderma,Chloramphenicol,10,10,5,40,13,spherical,disc_diffusion,10,,11,0.1,-28,,,,,https://www.sciencedirect.com/science/article/pii/S1549963409000914,,,,,,
Ag,Escherichia coli,,green_synthesis  using fungus Trichoderma,Ampicillin,10,10,5,40,13,spherical,disc_diffusion,12,,21,0.75,-28,,,,,https://www.sciencedirect.com/science/article/pii/S1549963409000914,,,,,,
Ag,Salmonella typhi,,green_synthesis  using fungus Trichoderma,Ampicillin,10,10,5,40,13,spherical,disc_diffusion,11,,20,0.8182,-28,,,,,https://www.sciencedirect.com/science/article/pii/S1549963409000914,,,,,,
Ag,Staphylococcus aureus,,green_synthesis  using fungus Trichoderma,Ampicillin,10,10,5,40,13,spherical,disc_diffusion,11,,19,0.7273,-28,,,,,https://www.sciencedirect.com/science/article/pii/S1549963409000914,,,,,,
Ag,Micrococcus luteus,,green_synthesis  using fungus Trichoderma,Ampicillin,10,10,5,40,13,spherical,disc_diffusion,10,,17,0.7,-28,,,,,https://www.sciencedirect.com/science/article/pii/S1549963409000914,,,,,,
Ag,Staphylococcus aureus,ATCC 29213,"chemical_synthesis (sigma aldrich, 730785)",,,,10,10,10,triangular,MIC,,0.09,,,,Methicilin resistant,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,,,,,,
Ag,Staphylococcus aureus,ATCC 29213,"chemical_synthesis (sigma aldrich, 730807)",,,,40,40,40,triangular,MIC,,0.02,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,,,,,,
Ag,Staphylococcus aureus,MFBF 10679,"chemical_synthesis (sigma aldrich, 730785)",,,,10,10,10,triangular,MIC,,0.47,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,,,,,,
Ag,Staphylococcus aureus,ATCC 29213,"chemical_synthesis (sigma aldrich, 730785)",,,20,10,10,10,triangular,disc_diffusion,,10,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,,,,,,
Ag,Staphylococcus aureus,ATCC 29213,"chemical_synthesis (sigma aldrich, 730785)",,,20,40,40,40,triangular,disc_diffusion,,10,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,,,,,,
Ag,Staphylococcus aureus,ATCC 29213,"chemical_synthesis (sigma aldrich, 730785)",,,,10,10,10,triangular,MBC,,0.31,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,,,,,,
Ag,Staphylococcus aureus,ATCC 29213,"chemical_synthesis (sigma aldrich, 730807)",,,,40,40,40,triangular,MBC,,1.04,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,,,,,,
Ag,Staphylococcus aureus,MFBF 10679,"chemical_synthesis (sigma aldrich, 730785)",,,,10,10,10,triangular,MBC,,2.5,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/33672118/,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,10,10,30,20,spherical,disc_diffusion,,20.3,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Streptococcus pneumoniae,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,10,10,30,20,spherical,disc_diffusion,,14,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Escherichia coli,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,10,10,30,20,spherical,disc_diffusion,,17,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Micrococcus luteus,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,10,10,30,20,spherical,disc_diffusion,,17.3,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,10,10,30,20,spherical,disc_diffusion,,15.6,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Bacillus subtilis,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,10,10,30,20,spherical,disc_diffusion,,14.6,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,,10,30,20,spherical,MIC,,6.3,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Streptococcus pneumoniae,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,,10,30,20,spherical,MIC,,8.1,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Escherichia coli,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,,10,30,20,spherical,MIC,,4,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Micrococcus luteus,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,,10,30,20,spherical,MIC,,6.3,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,,10,30,20,spherical,MIC,,4,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Bacillus subtilis,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,,10,30,20,spherical,MIC,,8.1,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Pseudomonas aeruginosa,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,,10,30,20,spherical,MBC,,8.1,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Streptococcus pneumoniae,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,,10,30,20,spherical,MBC,,9.8,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Escherichia coli,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,,10,30,20,spherical,MBC,,6.3,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Micrococcus luteus,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,,10,30,20,spherical,MBC,,7.8,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,,10,30,20,spherical,MBC,,6.3,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Bacillus subtilis,,green_synthesis using aqueous Cassiarox burghii leaf extract,,,,10,30,20,spherical,MBC,,9.8,,,,,,,,https://doi.org/10.1007/s10876-020-01759-x,,,,,,
Ag,Serratia marcescens,,green_synthesis using the methanolic extracts of marine algae (V. pachynema),,,1000,30,40,35,spherical,disc_diffusion,,26.6,,,,,,,,https://doi.org/10.1016/j.bcab.2020.101719,,,,,,
Ag,Micrococcus luteus,,green_synthesis using the methanolic extracts of marine algae (V. pachynema),,,1000,30,40,35,spherical,disc_diffusion,,20.6,,,,,,,,https://doi.org/10.1016/j.bcab.2020.101719,,,,,,
Ag,Serratia marcescens,,green_synthesis using the methanolic extracts of marine algae (S. wightii),,,1000,55,70,62.5,spherical,disc_diffusion,,14.3,,,,,,,,https://doi.org/10.1016/j.bcab.2020.101719,,,,,,
Ag,Micrococcus luteus,,green_synthesis using the methanolic extracts of marine algae (S. wightii),,,1000,55,70,62.5,spherical,disc_diffusion,,15.3,,,,,,,,https://doi.org/10.1016/j.bcab.2020.101719,,,,,,
Ag,Escherichia coli,MTCC 443,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MIC,,40,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Escherichia coli,MTCC 739,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MIC,,180,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Escherichia coli,MTCC 1302,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MIC,,120,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Escherichia coli,MTCC 1687,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MIC,,140,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Bacillus subtilis,MTCC 441,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MIC,,40,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Staphylococcus aureus,NCIM 2079,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MIC,,120,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Staphylococcus aureus,NCIM 5021,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MIC,,120,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Staphylococcus aureus,NCIM 5022,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MIC,,120,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Escherichia coli,MTCC 443,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MBC,,60,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Escherichia coli,MTCC 739,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MBC,,220,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Escherichia coli,MTCC 1302,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MBC,,160,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Escherichia coli,MTCC 1687,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MBC,,180,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Bacillus subtilis,MTCC 441,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MBC,,60,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Staphylococcus aureus,NCIM 2079,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MBC,,160,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Staphylococcus aureus,NCIM 5021,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MBC,,160,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Staphylococcus aureus,NCIM 5022,chemical_synthesis using sodium borohydride and silver ions,,,,2.26,10.34,3,spherical,MBC,,160,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Escherichia coli,MTCC 443,chemical_synthesis using sodium borohydride and silver ions,,,100,2.26,10.34,3,spherical,disc_diffusion,,14,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Escherichia coli,MTCC 739,chemical_synthesis using sodium borohydride and silver ions,,,100,2.26,10.34,3,spherical,disc_diffusion,,13,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Escherichia coli,MTCC 1302,chemical_synthesis using sodium borohydride and silver ions,,,100,2.26,10.34,3,spherical,disc_diffusion,,15,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Escherichia coli,MTCC 1687,chemical_synthesis using sodium borohydride and silver ions,,,100,2.26,10.34,3,spherical,disc_diffusion,,13,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Bacillus subtilis,MTCC 441,chemical_synthesis using sodium borohydride and silver ions,,,102,2.26,10.34,3,spherical,disc_diffusion,,11,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Staphylococcus aureus,NCIM 2079,chemical_synthesis using sodium borohydride and silver ions,,,100,2.26,10.34,3,spherical,disc_diffusion,,16,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Staphylococcus aureus,NCIM 5021,chemical_synthesis using sodium borohydride and silver ions,,,100,2.26,10.34,3,spherical,disc_diffusion,,16,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Staphylococcus aureus,NCIM 5022,chemical_synthesis using sodium borohydride and silver ions,,,104,2.26,10.34,3,spherical,disc_diffusion,,16,,,,,,,,https://www.sciencedirect.com/science/article/pii/S174270610700195X?casa_token=ejKjy1APZdMAAAAA:x0VZuIZxvH2mfM9F0QtfnwkWnKj71vPtbaVesQWpFVF5pSSZLn7CBGhjbemd6Tq-Syyd0e8UYsY,,,,,,
Ag,Streptococcus pneumoniae,K-13,chemical_synthesis (East Nano Chemicals Co.),,,,10,50,30,spherical,MIC,,4000,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,,,,,,
Ag,Streptococcus pneumoniae,K-33,chemical_synthesis (East Nano Chemicals Co.),,,,10,50,30,spherical,MIC,,4000,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,,,,,,
Ag,Streptococcus pneumoniae,K-36,chemical_synthesis (East Nano Chemicals Co.),,,,10,50,30,spherical,MIC,,4000,,,,,,,,https://pubmed.ncbi.nlm.nih.gov/34425454/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,,,170,14.45,15.55,15,spherical,disc_diffusion,,26,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,10.2147/IDR.S234425,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,,,85,14.45,15.55,15,spherical,disc_diffusion,,20,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,,,42.5,14.45,15.55,15,spherical,disc_diffusion,,15,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,,,21.25,14.45,15.55,15,spherical,disc_diffusion,,16,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,,,10.625,14.45,15.55,15,spherical,disc_diffusion,,15,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,,,0.31,14.45,15.55,15,spherical,disc_diffusion,,14,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,,,2.65,14.45,15.55,15,spherical,disc_diffusion,,13,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,,,1.33,14.45,15.55,15,spherical,disc_diffusion,,11,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,,,0.66,14.45,15.55,15,spherical,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,,,170,14.45,15.55,15,spherical,disc_diffusion,,27,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,,,85,14.45,15.55,15,spherical,disc_diffusion,,22,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,,,42.5,14.45,15.55,15,spherical,disc_diffusion,,19,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,,,21.25,14.45,15.55,15,spherical,disc_diffusion,,15,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,,,10.625,14.45,15.55,15,spherical,disc_diffusion,,14,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,,,0.31,14.45,15.55,15,spherical,disc_diffusion,,13,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,,,2.65,14.45,15.55,15,spherical,disc_diffusion,,11,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,,,1.33,14.45,15.55,15,spherical,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Staphylococcus aureus,,green_synthesis using Ulva fasciata ,,,0.66,14.45,15.55,15,spherical,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata ,,,170,14.45,15.55,15,spherical,disc_diffusion,,20,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata ,,,85,14.45,15.55,15,spherical,disc_diffusion,,18,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata ,,,42.5,14.45,15.55,15,spherical,disc_diffusion,,16,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata ,,,21.25,14.45,15.55,15,spherical,disc_diffusion,,14,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata ,,,10.625,14.45,15.55,15,spherical,disc_diffusion,,12,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata ,,,0.31,14.45,15.55,15,spherical,disc_diffusion,,11,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata ,,,2.65,14.45,15.55,15,spherical,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata ,,,1.33,14.45,15.55,15,spherical,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Salmonella enterica,subsp. bukuru,green_synthesis using Ulva fasciata ,,,0.66,14.45,15.55,15,spherical,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Candida albicans,,green_synthesis using Ulva fasciata ,,,170,14.45,15.55,15,spherical,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Candida albicans,,green_synthesis using Ulva fasciata ,,,85,14.45,15.55,15,spherical,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Candida albicans,,green_synthesis using Ulva fasciata ,,,42.5,14.45,15.55,15,spherical,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Candida albicans,,green_synthesis using Ulva fasciata ,,,21.25,14.45,15.55,15,spherical,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Candida albicans,,green_synthesis using Ulva fasciata ,,,10.625,14.45,15.55,15,spherical,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Candida albicans,,green_synthesis using Ulva fasciata ,,,0.31,14.45,15.55,15,spherical,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Candida albicans,,green_synthesis using Ulva fasciata ,,,2.65,14.45,15.55,15,spherical,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Candida albicans,,green_synthesis using Ulva fasciata ,,,1.33,14.45,15.55,15,spherical,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Candida albicans,,green_synthesis using Ulva fasciata ,,,0.66,14.45,15.55,15,spherical,disc_diffusion,,0,,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,Azithromycin,15,170,14.45,15.55,15,spherical,disc_diffusion,28,,41,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,Gentamicin,10,170,14.45,15.55,15,spherical,disc_diffusion,31,,28,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,Oxacillin,1,170,14.45,15.55,15,spherical,disc_diffusion,19,,20,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
Ag,Escherichia coli,,green_synthesis using Ulva fasciata ,Cefotaxime,40,170,14.45,15.55,15,spherical,disc_diffusion,0,,34,,,,,,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7012269/,,,,,,
